number,handle name,handle ID,tweet,tweet time,retweet count,likes count 
981,WX Halifax,wc_halifax,Thu 16:32: Light Snow; Temp -5.2 C; Windchill -11; Wind E 18 km/h; Humidity 92%; Press 100.8 kPa / falling. https://t.co/mYWVIspsfi,2019-02-21 20:35:42,0,0
982,Nicky Chance-Thompson,nickychanthomp,RT @_Bands_FC: Make sure you visit @loafersvinyl when you come to our exhibition at @ThePieceHall in Halifax. They’re our neighbours and they have ace records and brilliant coffee too https://t.co/dpas4BxFFB,2019-02-21 20:35:30,5,0
983,Sonic Concerts,SonicConcerts,#Halifax! Want to see @HawksleyWorkman on May 29? Tickets are almost gone! Get them now at https://t.co/4z47HMTtLt https://t.co/7GXA7NT8eL,2019-02-21 20:35:05,0,2
984,Simran Kaur Dhunna,simran_dhunna,"RT @geoffregan: After this unimaginable tragedy, our community has come together to support each other after the loss of these 7 children: https://t.co/2GUfVhEhph",2019-02-21 20:35:03,14,0
985,Kim Williams,HfxKimberlee,"I found this too amusing, not really sure why. Adam was shovelling the third floor while I did the second. #halifax #snowday #shovelling #winter #ammused #video #novascotia https://t.co/Aopa3XUQ54",2019-02-21 20:34:52,0,0
986,Afrah Ahmed,Nushnushlooda,"RT @JustinTrudeau: In times of tragedy, Canadians are there for each other. 
https://t.co/JgBeiLWHdV",2019-02-21 20:34:42,456,0
987,Erin,twizzlers4me,"RT @NatashaPace: Many people have been affected by the tragic house fire this week in Halifax. An expert has given me this list, which has the contact information for grief support groups across Nova Scotia, in case anyone would like to speak about how they are feeling. https://t.co/MXckmfhHUs",2019-02-21 20:34:37,26,0
988,Unmasked Mental Health,UnmaskedH,@SkinnyLivingUK Hi guys firstly love your music myself and my girlfriend come to see you when we get change and you are local to Halifax. We last came to Wakefield just before Xmas. I am one of the founders at @UnmaskedH please could i have an email address for you guys,2019-02-21 20:34:19,0,0
989,Simran Kaur Dhunna,simran_dhunna,RT @CTVAtlantic: PM joins hundreds in Halifax square to remember 7 refugee children lost in fire https://t.co/nG82SP9Y8a,2019-02-21 20:34:12,38,0
990,Rachel,rachelbarrett3,"RT @halifaxnoise: From @natashapace — The Halifax House Fire campaign is now the second largest Canadian campaign, behind Humboldt Broncos.
.
A spokesperson for GoFundMe says there have been donors from every province in Canada as well as from around the world. In fact, p… https://t.co/vLQBRrEMWS https://t.co/TGnlka2czP",2019-02-21 20:34:02,8,0
991,Mary,MaryWilton,"What do I have to do to get @rainbowrowell and @FaithErinHicks to do a Pumpkinheads book event in Halifax. Reasons it should happen: 1. Halifax misses Faith, probably. 2. Rainbow was here once but not for author stuff just as a person...",2019-02-21 20:33:54,0,2
992,Ben Wedge,benwedge,@joeboughner These look like the cars used on the Halifax-Montreal run,2019-02-21 20:33:15,0,0
993,Quentrel Provo,mrstopviolence,"Me - ""Hey PM @JustinTrudeau my name's Quentrel Provo and I'm going to be Canada's 1st Black Prime Minister"" PM's response - ""Just let me get in a few more terms."" Haha okay deal and we shake on it! #halifax #Dartmouth #NovaScotia #cdnpoli #nspoli #BlackHistoryMonth https://t.co/Fg9WHN44iu",2019-02-21 20:32:30,35,273
994,Jeff Smeltzer,jeffsmeltzer12,RT @theredspace: Network with other developers at next week's Halifax #ReactJS Meetup at @voltaeffect. Spaces are filling up quickly so register now! https://t.co/hJyQk0LqtL https://t.co/pwik4aiZim,2019-02-21 20:31:58,6,0
995,West Yorkshire Fire and Rescue Service,WYFRS,Incident: Domestic property fire – Halifax area https://t.co/arcdGnNvIq,2019-02-21 20:31:56,0,0
996,Mathieu Trépanier,histotrepanier,"RT @fagstein: TVA Nouvelles deletes a Facebook post about a fire in Halifax that killed seven Syrian refugee children because it couldn’t handle the deluge of comments from people celebrating the deaths of those children. (But no, there’s no islamophobia in Quebec.) https://t.co/zvZDpKuomE",2019-02-21 20:31:52,259,0
997,M.Patricia Blum,patriciablum,"RT @JustinTrudeau: In times of tragedy, Canadians are there for each other. 
https://t.co/JgBeiLWHdV",2019-02-21 20:31:43,456,0
998,Bidault Véronique,BidaultVero1,"RT @DavidLWindt: Studies suggest ""we’ve wiped out 60% of mammals, fish, birds and reptiles since 1970 ... As frightening as that is, the rate of insect extinction is eight times that of mammals, birds and reptiles.""
https://t.co/iZfexxbSao",2019-02-21 20:31:42,14,0
999,Jeff Smeltzer,jeffsmeltzer12,"RT @pirie: Does anyone care that much about this? Really?

1. Were you spending $86.5M to win NS in the next fed election, there would be any number of better ways to do that 

2. On another note, a fraction of that amount would create a #worldclass separated bike lane network in #halifax https://t.co/trqeNi7ikH",2019-02-21 20:31:39,2,0
1000,Journal Métro,journalmetro,"RT @fdastous: La mort de sept enfants d’une même famille dans un incendie mardi matin, à Halifax, a suscité un élan de compassion un peu partout au Canada.  https://t.co/mFytlKNqRl via @lp_lapresse",2019-02-21 20:31:36,4,0
1001,Grace Cleveland,graceccleveland,"RT @LawNeedsFem: Workshops are filling-up quickly! Registration for #NationalForum2019 in #Halifax will end tomorrow, Friday Feb. 22. Check out the rad workshops we have for you: https://t.co/vo85BFHI9w

Don't forget to register! https://t.co/xG1U9xtSOz

Support us here: https://t.co/QtgSahkqfQ https://t.co/vMxYHbnuWe",2019-02-21 20:30:34,3,0
1002,Louise Jackson,weezejackson,Decided to go somewhere we hadn’t been before today. Ended up in Halifax.  The Piece Hall is spectacular https://t.co/xj3uwritwb,2019-02-21 20:30:01,1,9
1003,Edward Shaw,Ejshaw73,@NBiffs I remember Halifax being interested in Speechley (one of a whole host of Aussies we were linked with that didn't come off). Wasn't he known for his 'grass cutter' defence?,2019-02-21 20:29:49,0,1
1004,fern martins,fmartins911,"@Captain_Shot72 @nationalpost @regionomics Yes, VanCity, Ontario and spreading to Montreal.  Even Halifax is getting expensive due to foreign money.",2019-02-21 20:29:41,0,0
1005,Georgiana J. Kayleigh,chhalondrugim,"RT @JustinTrudeau: Words fail when children are taken from us too soon, especially in circumstances like this. My heart goes out to the survivors of the horrible fire in Halifax this morning, and the loved ones who are mourning this tremendous loss.",2019-02-21 20:29:37,1503,0
1006,Mariana Albuquerque,umbrios,"RT @DavidLWindt: Studies suggest ""we’ve wiped out 60% of mammals, fish, birds and reptiles since 1970 ... As frightening as that is, the rate of insect extinction is eight times that of mammals, birds and reptiles.""
https://t.co/iZfexxbSao",2019-02-21 20:29:24,14,0
1007,noyin igodan,osalove,"RT @AndyFillmoreHFX: Halifax is hurting from an immeasurable loss of life today following a house fire in Spryfield. 

They arrived as refugees – but they became our neighbours. Our thoughts are with the survivors and their loved ones.

My statement from the House of Commons: https://t.co/p4nYBbwf8e",2019-02-21 20:28:48,293,0
1008,Three Things,remember3things,"RT @SakatayGlobal: Great to see Apple Canada at the AFN Directors of Education National Forum in Halifax! They provided an update on the It’s Our Time First Nations Education Digital Tool Kit, which I have been a part of developing since 2012. Educators were excited to see the beautiful resources! https://t.co/Xy789RBLqt",2019-02-21 20:28:28,2,0
1009,HalifaxRealtor (R),CherylLongmire,"RT @LawyerBriana: Need to know more about Canada's Anti-Spam laws? ""Implied consent"" and the “business card exception”? Read our blog! https://t.co/yT2Tc2kRBm",2019-02-21 20:28:15,1,0
1010,We Don't Have Time,WeDontHaveTime0,"The city of Edmundston, N.B., has joined Halifax in declaring a “climate emergency” and has stated it will continue to contribute to the fight against climate change. https://t.co/2u5Q4E4qL8",2019-02-21 20:28:15,4,17
1011,Helen Daniels,freethetalent,"RT @policommpoli: Our sincerest thanks to our @School_GC Conference-in-a-Box hosts around the country: Tiff Ward in Halifax, @JulienAB_Can in Montreal, and @speaka and @lecnlerc in Ottawa. Vous êtes formidable! #policomm #commpoli https://t.co/Ul9noqgVxf",2019-02-21 20:28:05,3,0
1012,HantsRealtyLtd,HantsRealtyLtd,RT @halifaxscb: Here in #Halifax it’s a constant look. https://t.co/N4XEAKXx6d,2019-02-21 20:28:05,4,0
1013,Rasta ™,NSRasta,"#Marketing Research must have used the wrong SME? 
RT @TwitCoast:  Legal pot was supposed to mean the end of the black market, but as @MeaganCampbel12 finds out—business is booming for dealers https://t.co/rISmoxOxXr https://t.co/tyD3BFEIvc",2019-02-21 20:28:00,0,0
1014,Jason Wiles,wonderlandduck,"RT @AndyFillmoreHFX: Lots of businesses in #Halifax are donating profits to the Barho family this week.

Here is a THREAD of the ones I know about – please flag any others and I'll add.",2019-02-21 20:27:53,91,0
1015,HantsRealtyLtd,HantsRealtyLtd,"RT @Cranberry_Glass: The snow is here ...but Cranberry is open. Check out my snazzy new sign. Now you can tell ""I am in the house"" more easily! #halifax https://t.co/owgfppbXB3",2019-02-21 20:27:13,1,0
1016,l.Lagriffe,LucLagriffe,"RT @schpierre: Mentionner  l'appartenance religieuse des victimes de l'incendie d'Halifax est discriminatoire de la part de Radio-Canada. Si elles avaient été d'une autre confession religieuse, l'aurait-on mentionné ?",2019-02-21 20:27:03,29,0
1017,Talaysia J Esquire,Talaysi72041744,"RT @NLL: NLL Today with @ReneePWash:
 
Sad news out of Halifax as @HFXThunderbirds  look for ways to support victims of a fatal house fire. @NLLBandits announced details on the latest Native American College Scholarship. Plus @WingstonNLL  and Renee hope people enjoyed their snow day! https://t.co/5NceaCnWjN",2019-02-21 20:26:59,3,0
1018,Arry Pottah.,13murphy66,@aimes_sweethrt Van Halen 1980. Halifax Metro Centre.,2019-02-21 20:26:56,0,1
1019,Alex De Carolis,AlexDeCarolis,"RT @Privateers1882: After 77 years, Bambino returns to the Wanderers Ground. 

No, we don't mean Babe Ruth, we mean Il Bambino, @AlexDeCarolis!

Welcome to Halifax, Alex!

#UTW #GDTA https://t.co/Rlv1D4wG6L",2019-02-21 20:26:28,3,0
1020,Tanner Fetch,Fetchy,"#RT @NLL: NLL Today with @ReneePWash:
 
Sad news out of Halifax as @HFXThunderbirds  look for ways to support victims of a fatal house fire. @NLLBandits announced details on the latest Native American College Scholarship. Plus @WingstonNLL  and Renee hop… https://t.co/SEIkkzqc9v",2019-02-21 20:26:10,2,2
1021,Rahath Junaid,Rahath_Junaid,"RT @JustinTrudeau: In times of tragedy, Canadians are there for each other. 
https://t.co/JgBeiLWHdV",2019-02-21 20:25:31,456,0
1022,Stop Adani Cairns,StopAdaniCairns,RT @ns_advocate: News release: Extinction Rebellion shuts down multiple intersections in downtown #Halifax https://t.co/9hDj1WGWeY  #ClimateChange  #nspoli,2019-02-21 20:25:03,11,0
1023,HantsRealtyLtd,HantsRealtyLtd,RT @thephoneladyca: It's Thursday and that means &gt;&gt;&gt; #Halifax Small Business Event List | Feb-20-2019 #smallbiz  https://t.co/rwED9t1PIw via @DaleyProgress,2019-02-21 20:24:50,2,0
1024,K4C,K4C,"@CTVNews adjusted headlines 

Trudeau announces up to $86.5 million of TAXPAYER money for Halifax expressway https://t.co/BYJbQM9nYm",2019-02-21 20:24:08,0,3
1025,PC Chris Madden,WYP_ChrisMadden,"Today myself and Martin  have been working with Halifax’s top offender, along with another young person. Positive activities, fully engaged, learning countryside management, also having respect for themselves and others.  #engagement #earlyintervention #calderdale #changinglives https://t.co/O4ucScTt1c",2019-02-21 20:23:51,1,6
1026,Sean Lewis,lewiSEAN,RT @IrvingShipbuild: This afternoon Halifax Shipyard welders Antonia and Denise attended an #AfricanHeritageMonth celebration with @JustinTrudeau @AndyFillmoreHFX and @BernJordanMP https://t.co/YRGd2UOq6t,2019-02-21 20:23:51,4,0
1027,jaebeom's purple silk i am me shirt,SHllNeee,"@ikbiree i rly dk where i left it..halifax..kuwait...somewhere in this very apartment...but it's great for eyes, brows, face, i love it",2019-02-21 20:23:45,0,1
1028,My testing account,my_data_test,RT @my_data_test: Pollution is low here #Halifax,2019-02-21 20:23:29,1,0
1029,My testing account,my_data_test,RT @my_data_test: Samsung fold is too expensive ! #Halifax,2019-02-21 20:23:26,1,0
1030,Hfxwanderers2019,halifaxdave,"Halifax Wanderers sign Oxner, De Carolis | The Chronicle Herald https://t.co/693n9PWDBO",2019-02-21 20:23:01,0,4
1031,ChenaiTM,TwizaLab,"RT @policommpoli: Our sincerest thanks to our @School_GC Conference-in-a-Box hosts around the country: Tiff Ward in Halifax, @JulienAB_Can in Montreal, and @speaka and @lecnlerc in Ottawa. Vous êtes formidable! #policomm #commpoli https://t.co/Ul9noqgVxf",2019-02-21 20:22:59,3,0
1032,michelle picklyk,pinkdaisy99,"RT @NatashaPace: Many people have been affected by the tragic house fire this week in Halifax. An expert has given me this list, which has the contact information for grief support groups across Nova Scotia, in case anyone would like to speak about how they are feeling. https://t.co/MXckmfhHUs",2019-02-21 20:22:48,26,0
1033,Pierre le Houte,parrythehoot,"RT @MackLamoureux: Lindsay Souvannarath spoke publicly for the first time, giving us a deeper glimpse into the online radicalization which led to her boarding a plane to Nova Scotia fully expecting to kill as many people as she could in a Halifax Mall. https://t.co/svr2ctxwLx",2019-02-21 20:22:47,24,0
1034,My testing account,my_data_test,RT @my_data_test: People are friendly in Halifax,2019-02-21 20:22:43,1,0
1035,My testing account,my_data_test,RT @my_data_test: It is not safe setup bad password! #Halifax,2019-02-21 20:22:35,1,0
1036,My testing account,my_data_test,RT @my_data_test: It is safe to setup good password! #Halifax,2019-02-21 20:22:32,1,0
1037,My testing account,my_data_test,RT @my_data_test: This account is not accident. #Halifax,2019-02-21 20:22:28,1,0
1038,My testing account,my_data_test,"RT @my_data_test: After long waiting , this is working! #Halifax",2019-02-21 20:22:25,1,0
1039,My testing account,my_data_test,RT @my_data_test: Twitter is user friendly ! #Halifax,2019-02-21 20:22:22,1,0
1040,My testing account,my_data_test,RT @my_data_test: No snow storm today! #Halifax,2019-02-21 20:22:18,1,0
1041,CTV News Northern Ontario,CTVNewsNorthern,"Across Canada and even around the world, people have been placing stuffed animals and teddy bears on their doorsteps and window sills to honour the seven children killed in the Halifax house fire. #news #update #Bears4BarhoChildren #video #text https://t.co/jHOpfL5P0I",2019-02-21 20:22:15,4,3
1042,My testing account,my_data_test,RT @my_data_test: Good school #Halifax,2019-02-21 20:22:15,1,0
1043,My testing account,my_data_test,RT @my_data_test: Bad school #Halifax,2019-02-21 20:22:11,1,0
1044,My testing account,my_data_test,RT @my_data_test: Immigrant #Halifax,2019-02-21 20:22:07,1,0
1045,My testing account,my_data_test,RT @my_data_test: Immigrant #Halifax,2019-02-21 20:22:07,1,0
1046,My testing account,my_data_test,RT @my_data_test: Buses are on time #Halifax,2019-02-21 20:22:03,1,0
1047,My testing account,my_data_test,RT @my_data_test: Parks are good for summer #Halifax,2019-02-21 20:22:00,1,0
1048,My testing account,my_data_test,RT @my_data_test: What are parking rates? #Halifax,2019-02-21 20:21:57,1,0
1049,Emilie M. 'Arshif,EmilieArshif,"RT @IngridMattson: Hundreds of mourners, including Justin Trudeau, gather at vigil for seven children lost in fire https://t.co/OarlQ7L5fY via @torontostar",2019-02-21 20:21:49,16,0
1050,sheila denetto,nirmalakumari,"RT @JustinTrudeau: Great news for Nova Scotia: The new Sackville-Bedford-Burnside Connector is coming soon! This project will create jobs, grow the local economy, and make sure your commute to and from Dartmouth is shorter and safer. Learn more: https://t.co/Xv7bhZBObG #BuildingCanada https://t.co/U7jTG7t5ll",2019-02-21 20:21:30,102,0
1051,Alexandra Petersen,Alexinportcredt,"RT @JustinTrudeau: In times of tragedy, Canadians are there for each other. 
https://t.co/JgBeiLWHdV",2019-02-21 20:21:24,456,0
1052,Todmorden is Shit,ShitTodmorden,"RT @Tedly21: Calderdale is the temporary traffic light centre of the world . Every road into Halifax, Elland, Greetland, Bradford from Todmorden has at least 4 sets plus the main ones. WTF",2019-02-21 20:21:13,1,0
1053,Sandi Foster,sandifoster2013,"RT @Philip_Croucher: Team-coverage again for @thestarhalifax as we continue to tell the tragic story of seven children dying in a Halifax house fire.

Reporter @zwoodford spent the day digging into what may have caused the fatal blaze. 

https://t.co/rSqaBfIIDv",2019-02-21 20:20:58,6,0
1054,Charlie1,Charlie34609596,RT @CTVNews: Trudeau announces up to $86.5 million for Halifax expressway https://t.co/LFJA1QSmSv https://t.co/HPzDQ9jxyL,2019-02-21 20:20:32,6,0
1055,Dom Stockdale,TheDrStockdale,A Visit from Halifax https://t.co/SzvW4iEPKJ,2019-02-21 20:20:18,0,0
1056,Wilkinson Woodward,ww_legal,#Halifax is one of the top ten towns and cities in the UK to have seen a major increase in the number of properties coming onto the market in January. https://t.co/KsinbIvnUD,2019-02-21 20:20:13,0,0
1057,Bands FC,_Bands_FC,RT @_Bands_FC: Make sure you visit @loafersvinyl when you come to our exhibition at @ThePieceHall in Halifax. They’re our neighbours and they have ace records and brilliant coffee too https://t.co/dpas4BxFFB,2019-02-21 20:19:59,5,0
1058,Bowie Come Back,BowieComeBack,"RT @JustinTrudeau: Great news for Nova Scotia: The new Sackville-Bedford-Burnside Connector is coming soon! This project will create jobs, grow the local economy, and make sure your commute to and from Dartmouth is shorter and safer. Learn more: https://t.co/Xv7bhZBObG #BuildingCanada https://t.co/U7jTG7t5ll",2019-02-21 20:19:49,102,0
1059,Funmilola,folafunmioluwa,RT @ogeAdiuku: “Inclusion and diversity are a default” via @@MyHFXExperience https://t.co/ECeHDYyC6w,2019-02-21 20:19:42,0,0
1060,"Andy Fillmore, MP",AndyFillmoreHFX,RT @IrvingShipbuild: This afternoon Halifax Shipyard welders Antonia and Denise attended an #AfricanHeritageMonth celebration with @JustinTrudeau @AndyFillmoreHFX and @BernJordanMP https://t.co/YRGd2UOq6t,2019-02-21 20:19:40,4,0
1061,Niamat ullah Khan,Niamatu76129130,"RT @JustinTrudeau: Great news for Nova Scotia: The new Sackville-Bedford-Burnside Connector is coming soon! This project will create jobs, grow the local economy, and make sure your commute to and from Dartmouth is shorter and safer. Learn more: https://t.co/Xv7bhZBObG #BuildingCanada https://t.co/U7jTG7t5ll",2019-02-21 20:19:36,102,0
1062,Trisha E,e_trishaa,RT @gemini0968: @TheEllenShow could you ask your viewers to put Teddy bears on their steps in memory of the 7 children lost in a house fire in Halifax Nova Scotia yesterday? #stuffiesonyourstep #Bears4BarhoChildren,2019-02-21 20:19:35,9,0
1063,"Andy Fillmore, MP",AndyFillmoreHFX,"RT @NatashaPace: The Halifax House Fire campaign is now the second largest Canadian campaign, behind Humboldt Broncos.",2019-02-21 20:19:31,10,0
1064,MA Maritimes,meteoalerte_mar,"Halifax Intl Arpt (NS), Can 21/02/2019 15:00 -  faible neige https://t.co/qZ6m1rsrmk",2019-02-21 20:19:30,0,0
1065,"Andy Fillmore, MP",AndyFillmoreHFX,"RT @NatashaPace: Many people have been affected by the tragic house fire this week in Halifax. An expert has given me this list, which has the contact information for grief support groups across Nova Scotia, in case anyone would like to speak about how they are feeling. https://t.co/MXckmfhHUs",2019-02-21 20:19:29,26,0
1066,Irving Shipbuilding,IrvingShipbuild,This afternoon Halifax Shipyard welders Antonia and Denise attended an #AfricanHeritageMonth celebration with @JustinTrudeau @AndyFillmoreHFX and @BernJordanMP https://t.co/YRGd2UOq6t,2019-02-21 20:19:07,4,16
1067,Radio-Canada Acadie,iciacadie,Le fédéral veut accélérer le processus d’immigration pour les proches de la famille Barho https://t.co/bowiROnO0z https://t.co/AsXPl8o8nu,2019-02-21 20:19:03,0,1
1068,NLL,NLL,"NLL Today with @ReneePWash:
 
Sad news out of Halifax as @HFXThunderbirds  look for ways to support victims of a fatal house fire. @NLLBandits announced details on the latest Native American College Scholarship. Plus @WingstonNLL  and Renee hope people enjoyed their snow day! https://t.co/5NceaCnWjN",2019-02-21 20:19:02,3,12
1069,Yazan.Abdalwali,yazanabdalwali,"RT @JustinTrudeau: Les mots nous manquent lorsque des enfants nous sont enlevés trop tôt, surtout dans des circonstances comme celles-là. Je suis de tout cœur avec les survivants de l’horrible incendie survenu à Halifax ce matin, et avec les proches qui pleurent cette perte immense.",2019-02-21 20:19:02,91,0
1070,Bowie Come Back,BowieComeBack,"RT @JustinTrudeau: In times of tragedy, Canadians are there for each other. 
https://t.co/JgBeiLWHdV",2019-02-21 20:19:01,456,0
1071,Yazan.Abdalwali,yazanabdalwali,"RT @JustinTrudeau: Words fail when children are taken from us too soon, especially in circumstances like this. My heart goes out to the survivors of the horrible fire in Halifax this morning, and the loved ones who are mourning this tremendous loss.",2019-02-21 20:18:58,1503,0
1072,vradrian,vradrian99,RT @CTVAtlantic: PM joins hundreds in Halifax square to remember 7 refugee children lost in fire https://t.co/nG82SP9Y8a,2019-02-21 20:18:53,38,0
1073,Halifax Health Jobs,WorkatHalifax,"Join the Halifax Health team! See our latest job opening here: https://t.co/Rk26HpjpVT #Nursing #PortOrange, FL",2019-02-21 20:18:33,0,0
1074,Susanne,susannedrover,"RT @CBCMorningLive: ""Now, the family needs us more than ever."" Syrian refugee chocolatier @Peacebychoco tells @cbchh about why he's donating sales proceeds today to help the Barho family who lost seven children in the devastating Halifax house fire this week. https://t.co/HMhpQy8pCh",2019-02-21 20:18:28,82,0
1075,Adam Mott,MottFree,RT @CTVNews: Trudeau announces up to $86.5 million for Halifax expressway https://t.co/LFJA1QSmSv https://t.co/HPzDQ9jxyL,2019-02-21 20:18:17,6,0
1076,Mashariah,Mashariah,Not the start I was expecting from this Chelsea team. Same old ideas. Even Halifax FC can see our moves from a mile away. https://t.co/fgnXB0bM7M,2019-02-21 20:18:06,0,0
1077,Trevor Holness,trevor_bdoclean,"Applications are now closed for @BDO_Canada's #Toronto VC Pitch Day. We received 140 applications - 18% increase from last year. Good luck to all the applicants! #Ottawa, #Halifax and #Montreal applications are still open- don't miss out! https://https://t.co/ikeEeiDHNl https://t.co/fncWpbOFSv",2019-02-21 20:18:02,0,2
1078,RiverToSea!,FrizzOne2,RT @CTVAtlantic: PM joins hundreds in Halifax square to remember 7 refugee children lost in fire https://t.co/nG82SP9Y8a,2019-02-21 20:17:47,38,0
1079,Emma Martin,emmartin13,"RT @jill_saulnier: My heart is so sad for this family. This Go Fund Me continues to grow with outpouring support from across the world https://t.co/YhqWUlDTjG

https://t.co/cwnPm8HzD9",2019-02-21 20:17:38,7,0
1080,TheHousedPodcaster,DomesticSchizo,"A member of the Lords can be Prime Minister and asked to form a government...
Lord Halifax... he was expected to be next PM... But he thought Churchill would do a better job, so put person pride aside... As a true patriot I think
She is rogue now... Collective responsibility?",2019-02-21 20:17:15,0,1
1081,John Pratt,Jackthelad1947,RT @ns_advocate: News release: Extinction Rebellion shuts down multiple intersections in downtown #Halifax https://t.co/9hDj1WGWeY  #ClimateChange  #nspoli,2019-02-21 20:17:13,11,0
1082,Kate Watson,DartmouthKate,"RT @RWJBoon: Days like this, I'm especially grateful @rrosewrites is documenting all this history for future #LGBTQIA generations. https://t.co/Eaxk6QxeIg",2019-02-21 20:17:01,1,0
1083,Stephen A Harding,hardingcan,"RT @StephenMcNeil: The Sackville-Bedford-Burnside Connector will extend Highway 107, build a high-speed bypass, and connect highways 101, 102, and 118. The connector will provide an important link between Bedford and Burnside, and make getting around the Greater Halifax area safer and easier. https://t.co/eBU98G5ZEF",2019-02-21 20:16:10,4,0
1084,Trident News,Trident_News,"RT @psphalifax: CFB Halifax is reverting to essential services at 1400hrs

As a result of the current and impending snowfall today, the Acting Base Commander, CFB Halifax has authorized COs to revert to essential services only... https://t.co/HzJpGjqYLi",2019-02-21 20:16:05,0,0
1085,HHB,HHBridges,"#MacKayBridge - Dartmouth to Halifax (Activity): Traffic conditions, fair visibility, Dartmouth bound heavy volumes, Halifax bound heavy volumes, winter conditions, drive with care",2019-02-21 20:16:02,1,2
1086,Andrew Richardson,andrew_wr,RT @CTVNews: Trudeau announces up to $86.5 million for Halifax expressway https://t.co/LFJA1QSmSv https://t.co/HPzDQ9jxyL,2019-02-21 20:16:00,6,0
1087,Halifax Fire News,HRMFireNews,"4:15pm 4 Engine, 3 Engine, 3 Aerial (Halifax) paged for a fire alarm activation",2019-02-21 20:15:55,0,2
1088,Eli F,bebechav,"RT @JustinTrudeau: In times of tragedy, Canadians are there for each other. 
https://t.co/JgBeiLWHdV",2019-02-21 20:15:39,456,0
1089,CTV News,CTVNews,Trudeau announces up to $86.5 million for Halifax expressway https://t.co/LFJA1QSmSv https://t.co/HPzDQ9jxyL,2019-02-21 20:15:10,6,17
1090,Mary Ann Rose,rosedmm_ann,RT @RhondaBrown5: Thanks @halifaxnoise for making it easier to find the local businesses supporting #BarhoFamily Please check it out and show your support of the family and these local superstars! #Halifax #Dartmouth https://t.co/hmtHDW6rUD,2019-02-21 20:15:08,3,0
1091,Mishka Alarcon,MishkaAlarcon,"Applications are now closed for @BDO_Canada's #Toronto VC Pitch Day. We received 140 applications - 18% increase from last year. Good luck to all the applicants! #Ottawa, #Halifax and #Montreal applications are still open- don't miss out! https://t.co/weCtgLmIhs https://t.co/zmqbgmhEh7",2019-02-21 20:15:08,0,2
1092,Lyne,lynesworld,"Halifax, I just experienced something rare in my 25+ years of commuting. On my way home everyone was driving the appropriate speed for the conditions. No tailgating, no blowing by in the passing lane. It was a treat. Let's do more of that.",2019-02-21 20:14:02,2,50
1093,Darren Carr,TheRealDarrenC,RT @Hymers_College: Congratulations to the Year 5 and Year 6 Dance Groups! They have qualified for the Regional Primary Competition of The Great Big Dance Off 2019 to be held at the Victoria Theatre in Halifax! https://t.co/RtfexE0Jtg,2019-02-21 20:13:44,3,0
1094,Harmon Moon,HarmonMoon,"RT @JustinTrudeau: In times of tragedy, Canadians are there for each other. 
https://t.co/JgBeiLWHdV",2019-02-21 20:13:04,456,0
1095,John McPhee,HaliJohnMcPhee,RT @Dave17Chapman: My workshop on wide-field astrophotography at Viewpoint Gallery in Halifax is going ahead tonight at 7:00 pm. Details: https://t.co/thOqOnE9xK https://t.co/P53crfZMlj,2019-02-21 20:13:01,4,0
1096,Shanifa Nasser,shanifanasser,"RT @MackLamoureux: Lindsay Souvannarath spoke publicly for the first time, giving us a deeper glimpse into the online radicalization which led to her boarding a plane to Nova Scotia fully expecting to kill as many people as she could in a Halifax Mall. https://t.co/svr2ctxwLx",2019-02-21 20:12:03,24,0
1097,Sandra Abma,abmacbc,RT @ParagonCause: A donation bin will be set up at this Saturday's show at @PressedOttawa for the family who lost 7 children in Halifax. #ottawamusic @cbcallinaday @honeybeardband @AdamCarterCBC @exclaimdotca @chronicleherald @globalhalifax @nofilterchuofm @spillmagazine   https://t.co/drjuXl2VGX,2019-02-21 20:11:56,3,0
1098,Sau,SauSsun,"RT @AndyFillmoreHFX: Halifax is hurting from an immeasurable loss of life today following a house fire in Spryfield. 

They arrived as refugees – but they became our neighbours. Our thoughts are with the survivors and their loved ones.

My statement from the House of Commons: https://t.co/p4nYBbwf8e",2019-02-21 20:11:45,293,0
1099,T. Craig Nelson,Tomsac9,"RT @jill_saulnier: My heart is so sad for this family. This Go Fund Me continues to grow with outpouring support from across the world https://t.co/YhqWUlDTjG

https://t.co/cwnPm8HzD9",2019-02-21 20:11:16,7,0
1100,John Barss,BarssJohn,"RT @NatashaPace: Many people have been affected by the tragic house fire this week in Halifax. An expert has given me this list, which has the contact information for grief support groups across Nova Scotia, in case anyone would like to speak about how they are feeling. https://t.co/MXckmfhHUs",2019-02-21 20:10:58,26,0
1101,PRIMAL kitchen • bar,PRIMALHFX,"Yes, we are open tonight. Forget the #hfxtraffic and have dinner with us! #happyhour is on now 4-6pm! 
#Halifax #eatlocal https://t.co/Ob5DnAalSR",2019-02-21 20:10:30,1,1
1102,dustin100@live.ca,dustin100livec1,"RT @JustinTrudeau: Great news for Nova Scotia: The new Sackville-Bedford-Burnside Connector is coming soon! This project will create jobs, grow the local economy, and make sure your commute to and from Dartmouth is shorter and safer. Learn more: https://t.co/Xv7bhZBObG #BuildingCanada https://t.co/U7jTG7t5ll",2019-02-21 20:10:18,102,0
1103,dustin100@live.ca,dustin100livec1,"RT @JustinTrudeau: Dans les moments tragiques, les Canadiens sont là les uns pour les autres. 
https://t.co/PIzzC6Jk5k",2019-02-21 20:10:07,73,0
